case_id,case_family_id,origin_country,origin_state,court_name,court_level,court_level_confidence,decision_date,case_number_or_citation,primary_domain,case_domain,liability_theories,secondary_tags,analysis_split,main_source_case_id,lower_court_supplemented,lower_court_case_ids,fact_sufficiency_score,neutral_fact_source_language,neutral_fact_source_chars,neutral_fact_ko_chars,neutral_fact_en_chars,jurisdiction_salience_level,jurisdiction_salience_tags,remedy_salience_level,legal_leakage_status,jurisdiction_leakage_status,translation_equivalence_status,source_grounding_status,final_eligible,raw_text_sha256,neutral_fact_source_sha256,neutral_fact_ko_sha256,neutral_fact_en_sha256
US_2e67d6775a92caddee,FAM_fd756ec4d71ba6d3,US,Louisiana,Supreme Court of Louisiana,supreme,high,2004-04-14,874 So. 2d 90,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death""]","[""wrongful_death""]",development,US_2e67d6775a92caddee,False,[],7,en,1645,1035,1645,low,[],low,pass,pass,pass,pass,True,3db1276d275ee355932e7ae90a5a8f407c067929e97cee0d1d4b83da04065664,9f87f727f4cb191b2090047056263c493167612d017e04b119f346ffcfc127d4,b77e1ebb6dfd350b28a47fd4e45e4d8e66ea05b2280a84ac3fe696310cb5b1a6,9f87f727f4cb191b2090047056263c493167612d017e04b119f346ffcfc127d4
US_b1a79acce1af757b58,FAM_aafd0c4f957c49d3,US,Louisiana,Supreme Court of Louisiana,supreme,high,2004-02-20,869 So. 2d 80,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_b1a79acce1af757b58,False,[],7,en,3279,1991,3279,low,[],low,pass,pass,pass,pass,True,0b86940a0b0218d5635eccaaf3975034d0abcceee8277b509754a17d892a3d43,d86aa9d92bae26c7d40c39a82d545a6d99b78bc7da1bd82aae966a714544e0ca,6bddfc4ddef786e07bd8491803127483498ebbd0141b7fd89338aa691b2256dc,d86aa9d92bae26c7d40c39a82d545a6d99b78bc7da1bd82aae966a714544e0ca
US_e1da2d37a9dee8ec7b,FAM_83a25d1b76ab93bb,US,Louisiana,Supreme Court of Louisiana,supreme,high,2004-09-09,883 So. 2d 425,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,US_e1da2d37a9dee8ec7b,False,[],7,en,5461,3384,5461,low,[],low,pass,pass,pass,pass,True,be212cb7c6b6e3dec969467b08cfbed327699322edcbe10e2f4089250679d00b,311c9000ce30a69bd60da9af3ae0f89e17ede8deb8f6fc6e7573afdefed02edf,99df2cd34fe36a15bd813ab01e7c8026385dec846c5b8f2f227e5a87003c2923,311c9000ce30a69bd60da9af3ae0f89e17ede8deb8f6fc6e7573afdefed02edf
US_18fd4288d7f32131ce,FAM_85c681a6840f8b69,US,Louisiana,Supreme Court of Louisiana,supreme,high,2010-02-05,26 So. 3d 747,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_18fd4288d7f32131ce,False,[],7,en,2391,1528,2391,low,[],low,pass,pass,pass,pass,True,8ec50de2b31e9eee69337ffa000fcd7e28f6e3b6089073c413e83daabe354f4e,66b743d8a7d37264b31919665ca3b15e22fa0acaa43ee05e4ba5533e645e8855,1e8625398c47e9aa0aa20f42b6c5da5265f78694b413b5c589b57ee36444ddcf,66b743d8a7d37264b31919665ca3b15e22fa0acaa43ee05e4ba5533e645e8855
US_1042602a184dd1c50b,FAM_8bd7bbdf1d5378cb,US,Louisiana,Supreme Court of Louisiana,supreme,high,2003-10-21,859 So. 2d 656,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,US_1042602a184dd1c50b,False,[],7,en,2152,1287,2152,low,[],low,pass,pass,pass,pass,True,3e72fee0f1a47c15773a8e360a547e812c83374d89deee601f69a5cf7c4e6f66,a20a87905d11ebfd27cf6f5abc80913a7143873fe851655546c938a66efe9a70,43fee6ec94e8cbb477b4d998d03bcdc0889f9340474198b5ab5a57d29aa3c3a4,a20a87905d11ebfd27cf6f5abc80913a7143873fe851655546c938a66efe9a70
US_f9417e4d262285b1c6,FAM_a2ed7e746f44f029,US,Louisiana,Supreme Court of Louisiana,supreme,high,2013-09-27,123 So. 3d 712,product_liability,product_liability,[],[],development,US_f9417e4d262285b1c6,False,[],7,en,1125,652,1125,low,[],low,pass,pass,pass,pass,True,d468737f8592750b58d562a38b0aa537267e5f9efca1694070ccb1711c9f0bba,28f7f1dfa28a9d709ad33c0a0ef158e116d676b0249fab66c9d2011260feec6c,661472cca08a33edfa7b5f7d0f9574142be3fd1362ef8783d0dffb34e1feeda2,28f7f1dfa28a9d709ad33c0a0ef158e116d676b0249fab66c9d2011260feec6c
US_02cd16f932838519ba,FAM_e5f2fa90fc30d0ab,US,Louisiana,Supreme Court of Louisiana,supreme,high,2008-05-21,983 So. 2d 84,product_liability,product_liability,[],[],confirmatory,US_02cd16f932838519ba,False,[],7,en,2095,1192,2095,low,[],low,pass,pass,pass,pass,True,bf0d7a0c3f2448b1a8175539590b8dcb3920071a9d46e833c2f1efd47cd1f63f,ebf773eb1795217f2197d6cce4a33c5aaf31a7b687db9830031f8867c72bdb0e,c5dda1183dde9eb836d187ba1a73a9f7316aaf34c065be91b8e34bb4b0637740,ebf773eb1795217f2197d6cce4a33c5aaf31a7b687db9830031f8867c72bdb0e
US_5fb1681d1e52f4e709,FAM_c7875fafe32965db,US,Louisiana,Supreme Court of Louisiana,supreme,high,2007-03-09,951 So. 2d 1058,product_liability,product_liability,[],[],confirmatory,US_5fb1681d1e52f4e709,False,[],7,en,3138,2005,3138,low,[],low,pass,pass,pass,pass,True,e24b61aecab883c6d0326c78576a85b69bdbbfc05a797528b7eb90abb3f6e628,a43e21aac53a948b9bac475d260d894553671da966cd7093f0c3c4d1c6332ce3,092fed6d9a499bbd0c4324480f7338338cbf71b294c3e445912a1d9146e36bac,a43e21aac53a948b9bac475d260d894553671da966cd7093f0c3c4d1c6332ce3
US_03aa3f07d9d0e5332a,FAM_973c2d6efa444ea2,US,Nevada,Nevada Supreme Court,supreme,high,2002-05-17,46 P.3d 62; 118 Nev. 389,general_negligence_personal_injury,general_negligence_personal_injury,[],[],development,US_03aa3f07d9d0e5332a,False,[],7,en,2130,1164,2130,low,[],low,pass,pass,pass,pass,True,49800f1c3ab3b082c765d622b1b6e16c6c74ecadcc2f0a72d7ff22789013dc64,90ab45521d2f5bfc6ac40ee40dfc48bb2e2a43181e93607a1d6e14071c176fd2,72da4d45c9245148f6539bd06f209931d50324aa0d1742e4fc4adff6470a8d96,90ab45521d2f5bfc6ac40ee40dfc48bb2e2a43181e93607a1d6e14071c176fd2
US_74c861440b330e42dc,FAM_e8a1d79ade6bfa82,US,Nevada,Nevada Supreme Court,supreme,high,2007-10-04,168 P.3d 87; 123 Nev. 382,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death"",""comparative_fault""]","[""wrongful_death"",""comparative_fault""]",confirmatory,US_74c861440b330e42dc,False,[],7,en,2008,1221,2008,low,[],low,pass,pass,pass,pass,True,792f5e0ee30d7f9056fb96c19e9cf70da020f545b64b60f9fe97458d2483997e,c66e30dc25390b97a6d229f1b30ae97443b793156f7598c2f6bea7fc7aa84265,3b44d99a8a68d0660ff98cf4dd968c73a01b9f8619674c1fc5bbdc484c5fe365,c66e30dc25390b97a6d229f1b30ae97443b793156f7598c2f6bea7fc7aa84265
US_1bd83c629182d24617,FAM_f3e3f2959da464c5,US,Nevada,Nevada Supreme Court,supreme,high,2012-04-05,128 Nev. 171; 273 P.3d 855,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death""]","[""wrongful_death""]",development,US_1bd83c629182d24617,False,[],7,en,2923,1797,2923,low,[],low,pass,pass,pass,pass,True,4482eb3275ad8b6b21aee02867b7fa7141738993b1ad79d8cacabb9e0545d66d,39d584481c49298395a9cb5e28dd9f94473ad9481e885d752094208bcf163e09,9b61b84a376a2155256f2ae73505415ffd1639e89609188d002df75d1fe16089,39d584481c49298395a9cb5e28dd9f94473ad9481e885d752094208bcf163e09
US_514a1afebc7c89ad3f,FAM_f015e127a5f17eac,US,Nevada,Nevada Supreme Court,supreme,high,2002-03-19,42 P.3d 808; 118 Nev. 191,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,US_514a1afebc7c89ad3f,False,[],7,en,423,284,423,low,[],low,pass,pass,pass,pass,True,5af6f58f9ca37f50dbdcffa3ed872bf0e3bbcc98c9629078a3882ed5cdaba314,84befdf6029bb7248a75da47c2d81148b9c5de4a00437f0111e1dcee0f89186d,9183af802fd4fc5010dd6d52385e13b9068cfdad3fff7322e449901a3e32ae3d,84befdf6029bb7248a75da47c2d81148b9c5de4a00437f0111e1dcee0f89186d
US_0cb53a4c10c6b8a81c,FAM_25dfea94e6c454bb,US,Nevada,Nevada Supreme Court,supreme,high,2021-12-02,2021 NV 72,general_negligence_personal_injury,general_negligence_personal_injury,"[""vicarious_liability"",""wrongful_death""]","[""vicarious_liability"",""wrongful_death""]",development,US_0cb53a4c10c6b8a81c,False,[],7,en,929,629,929,low,[],low,pass,pass,pass,pass,True,8a48e5e1f8d58422adfd7062f06bc68937f2dd928db49d77d950a9851e078933,9c67c20dd3f860df03793210559638cb1b1de06fde34e51bbf9cf4359b7e84e9,a3191b1aa9cf5d140e57594e8d457ba443b1b4e4d096fe5b564b96ee97d2ec80,9c67c20dd3f860df03793210559638cb1b1de06fde34e51bbf9cf4359b7e84e9
US_286292f7d56c91120b,FAM_5d64b88163d65cbe,US,Nevada,Nevada Supreme Court,supreme,high,2013-11-07,129 Nev. 760; 312 P.3d 503,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death"",""comparative_fault""]","[""wrongful_death"",""comparative_fault""]",confirmatory,US_286292f7d56c91120b,False,[],7,en,1798,1115,1798,low,[],low,pass,pass,pass,pass,True,2122729a832d5053bc1ba1314826faaf6f931e3e7e8eda1274cd72bdffc29017,db85dc314d51501c365f30e0bcb63a3125b5c5c84f9367a446c29935ac94c541,615ccc97cdd8fea4d28f7cfc8dc275159a05163795150df02fad4273061a0a08,db85dc314d51501c365f30e0bcb63a3125b5c5c84f9367a446c29935ac94c541
US_bb44001945931d8610,FAM_0b542bc1dcea0ea1,US,Nevada,Nevada Supreme Court,supreme,high,2001-01-30,117 Nev. 34; 16 P.3d 435,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_bb44001945931d8610,False,[],7,en,1166,589,1166,low,[],low,pass,pass,pass,pass,True,aeca098f3650be1caa9bcc6286adf81252587d1ea13eed38b1480ff3b4b385fd,db1a3e2e1ec8056ab0197f8491d97df38270880ce387c5e5202bd53a5c0a60b6,af63dfa69a08f9976ed52f2ecbc367a4603670b7500faf2fbce1ce80d109a331,db1a3e2e1ec8056ab0197f8491d97df38270880ce387c5e5202bd53a5c0a60b6
US_af3a72d6a4fbf2544a,FAM_31188f4905f0c9a9,US,Nevada,Nevada Supreme Court,supreme,high,2014-04-03,2014 NV 28,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,US_af3a72d6a4fbf2544a,False,[],7,en,626,412,626,low,[],low,pass,pass,pass,pass,True,1eea2a8ddfce3693efa93703d4940495438a99d9954e9ed7e3a3cdfe35ec5172,3111a7c2e180d58301f67da4f1a194210560270903f3654a38bc9a4822507e49,304a6bb526c6eba84f1cd0cb7efbd356acef6aea5d276f04264d7304e9382bcf,3111a7c2e180d58301f67da4f1a194210560270903f3654a38bc9a4822507e49
US_c2f1eaa3640f0a9bbf,FAM_eb0a5231b78edfec,US,Nevada,Nevada Supreme Court,supreme,high,2010-08-12,237 P.3d 92; 126 Nev. 316,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_c2f1eaa3640f0a9bbf,False,[],7,en,4173,2724,4173,low,[],low,pass,pass,pass,pass,True,094df9c75f669e93d15e95b674803ce19cbd4b86dd6843f637c2d67fc40f8e72,14bbb9f714896d785eb8c084f5acca06b8a77a57a8f3ccadc9ab62d3d66da588,5050ffc7d5e0670ac5b7890c6e260fb01afae39e51cc45cb36402e4904718ace,14bbb9f714896d785eb8c084f5acca06b8a77a57a8f3ccadc9ab62d3d66da588
US_0bdc6cb112770284df,FAM_e25ef4a8ca245a77,US,Nevada,Nevada Supreme Court,supreme,high,2015-07-30,2015 NV 54,general_negligence_personal_injury,general_negligence_personal_injury,"[""punitive_or_multiple_damages_salient""]","[""punitive_or_multiple_damages_salient""]",confirmatory,US_0bdc6cb112770284df,False,[],7,en,1214,785,1214,low,[],low,pass,pass,pass,pass,True,afd691e64b7914c25084068f5a791f28d0ef33095393374ea0d755bee0e87a33,81887e56e760978284c4cd759c7ffcf3d9733453420c0e740a44cc39381f5394,751e8e070bb96619a4e769f21aef7ec21b440600bda1430174b2eb75040ce491,81887e56e760978284c4cd759c7ffcf3d9733453420c0e740a44cc39381f5394
US_193c9ad26072b674b4,FAM_df8a2f43129a48bf,US,Nevada,Nevada Supreme Court,supreme,high,2003-03-21,65 P.3d 245; 119 Nev. 100,product_liability,product_liability,[],[],confirmatory,US_193c9ad26072b674b4,False,[],7,en,3107,1816,3107,low,[],low,pass,pass,pass,pass,True,8b9b3ee87cfade88f95216103a396cb377613c03b2a63df93db7c8f738c7d0b5,ec137478d22e982e6c1ecfe5b00b5e244befd5ae74ba082cd7eef061a230dfd1,714be47b15c70ccc9431d19fe4eb247a7a784108f9eabc4c8d72344ed9b2d341,ec137478d22e982e6c1ecfe5b00b5e244befd5ae74ba082cd7eef061a230dfd1
US_b160a9deca3c2a648b,FAM_b0925461b197b37d,US,Nevada,Nevada Supreme Court,supreme,high,2006-05-25,134 P.3d 733; 122 Nev. 499,product_liability,product_liability,"[""premises_liability""]","[""premises_liability""]",confirmatory,US_b160a9deca3c2a648b,False,[],7,en,660,403,660,low,[],low,pass,pass,pass,pass,True,aa6594cf93d55fb872fd14c042804ff661504ac11ae3401fec055d537610c08e,a6ec3b1f347cafdb3fdb68e23ee6d7ec74d60952f40d78ad4e8073279d5900b9,d7b0668d2c6b4f8d43d17139dbde3b0b33d17c3e827e4a22abe659bbdcd441fb,a6ec3b1f347cafdb3fdb68e23ee6d7ec74d60952f40d78ad4e8073279d5900b9
US_9f4d3cca3bba16c059,FAM_16f4529f86098f52,US,Nevada,Nevada Supreme Court,supreme,high,2008-06-12,185 P.3d 1055,product_liability,product_liability,[],[],confirmatory,US_9f4d3cca3bba16c059,False,[],7,en,3772,2101,3772,low,[],low,pass,pass,pass,pass,True,c71d3792748dc09e0ebe8da506316033c23c7e801f29c85ae466b4be93233212,84c59a497fb42d1adf77011aa1e106838139646001d7dcc1565aa98abc82f12f,1efa32f44cc66d84306fec2eb5f779a638377e76fb7ead72fc54e6762fc8ecfd,84c59a497fb42d1adf77011aa1e106838139646001d7dcc1565aa98abc82f12f
US_bfd06f8cb32e6978f3,FAM_68726ee8b2a2dce3,US,Nevada,Nevada Supreme Court,supreme,high,2015-10-01,2015 NV 81,product_liability,product_liability,"[""comparative_fault""]","[""comparative_fault""]",development,US_bfd06f8cb32e6978f3,False,[],7,en,4522,2408,4522,low,[],low,pass,pass,pass,pass,True,ae921ee87bf9e70f910da88ce0227bedfcd1f6b89ef8bc3857ec14890137ad4e,f2320e2ac992b10e641efe1dec88ccaeebf63efc5f1815c7224f0e9565a9a865,92c76c63008b0768263c5877d644575b0221020bf9ffd6cfd18163d3e2091469,f2320e2ac992b10e641efe1dec88ccaeebf63efc5f1815c7224f0e9565a9a865
US_afc0614636d20e04b8,FAM_9749241a20322f6f,US,Nevada,Nevada Supreme Court,supreme,high,2000-08-18,5 P.3d 1043; 1 Nev. 598,other_civil_liability,other_civil_liability,"[""vicarious_liability"",""intentional_misconduct"",""punitive_or_multiple_damages_salient""]","[""vicarious_liability"",""intentional_misconduct"",""punitive_or_multiple_damages_salient""]",confirmatory,US_afc0614636d20e04b8,False,[],7,en,2999,1725,2999,low,[],low,pass,pass,pass,pass,True,5b7cf7276c5bddeaadd80d69ae7f090cb2146daac7fe4eba86d40f72045a48de,408c7b57d73048328fbd7a53dce70b39e60b0742e3e954cba99397143adc2d6a,25690bfbe5ba0a3a94f3aaa8f7b783e4ced79acc3f248158a896aa0ef2186376,408c7b57d73048328fbd7a53dce70b39e60b0742e3e954cba99397143adc2d6a
US_f2201634a8e19da0c7,FAM_faa27864d9ab88c1,US,Nevada,Nevada Supreme Court,supreme,high,2020-07-30,2020 NV 47,other_civil_liability,other_civil_liability,"[""comparative_fault"",""punitive_or_multiple_damages_salient""]","[""comparative_fault"",""punitive_or_multiple_damages_salient""]",confirmatory,US_f2201634a8e19da0c7,False,[],7,en,2453,1593,2453,low,[],low,pass,pass,pass,pass,True,a60d5eed38ce1249702f2ede419492a0818a479a59963a8e2fe37364c2bd20a5,ce001ce237fa1e60a70fe7a8174383299923948857ad4a1d7f946cda0f5e8a76,93353a99f0c896e303a4cb6df65f09c855b93180318303e83265399461bbdf5f,ce001ce237fa1e60a70fe7a8174383299923948857ad4a1d7f946cda0f5e8a76
US_911c57466fa2dd122c,FAM_da7aaaa9a101759f,US,West Virginia,West Virginia Supreme Court,supreme,high,2017-11-07,,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_911c57466fa2dd122c,False,[],7,en,1672,1038,1672,low,[],low,pass,pass,pass,pass,True,1be2ed45c13dfd244b0317244de567d1fe399e33fad30a78a1f1fac635052b45,81efe2fa9c9f458adde1428104d6e193a308cf9fc09461cc2a4e3b43fcbb3509,1fdefb815df1e4c1c71cb4df0ad5117b21a210e98d5a66cd3ee9a94c05249ca5,81efe2fa9c9f458adde1428104d6e193a308cf9fc09461cc2a4e3b43fcbb3509
US_bdeec2edbb47432c64,FAM_86e2563a65dbb649,US,West Virginia,West Virginia Supreme Court,supreme,high,2018-05-14,,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_bdeec2edbb47432c64,False,[],7,en,1599,1056,1599,low,[],low,pass,pass,pass,pass,True,94cf8907f4473d6fad722fe45456c4f7683549e07061a6de4327ff556bbb0c35,d85071ba39b556a4a73fa7a1012ffd506138fc46b5fba194069f04743221ae28,130f99f979a5194a6ff3d04bebace8a715de85770564f9a78eaa0d16fe55c51d,d85071ba39b556a4a73fa7a1012ffd506138fc46b5fba194069f04743221ae28
US_e0f4e43491c639af90,FAM_437e985d78fe0374,US,West Virginia,West Virginia Supreme Court,supreme,high,2014-06-18,,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death"",""punitive_or_multiple_damages_salient""]","[""wrongful_death"",""punitive_or_multiple_damages_salient""]",confirmatory,US_e0f4e43491c639af90,False,[],7,en,592,358,592,low,[],low,pass,pass,pass,pass,True,b87c3f2613ad9c7c490cc9192898409cba92f8103d143be490b1bbec576a0761,50500195ad6291ab4153f0942f779ce096bffe0465dcce8cfe0f80e9b9adf2b1,6db69d8a5750605441a23622d0bf165a0151db15bb1c5ff2ea232cb08cfb8ed6,50500195ad6291ab4153f0942f779ce096bffe0465dcce8cfe0f80e9b9adf2b1
US_e7bd006a7ac2277175,FAM_654ad6053d54db6c,US,West Virginia,West Virginia Supreme Court,supreme,high,2012-02-24,228 W. Va. 634; 723 S.E.2d 864,general_negligence_personal_injury,general_negligence_personal_injury,"[""respondeat_superior""]","[""respondeat_superior""]",confirmatory,US_e7bd006a7ac2277175,False,[],7,en,3029,1870,3029,low,[],low,pass,pass,pass,pass,True,bbb18be6f142e827ffdf576d88c4b623097c1b43057be5fa721fe2c3a675c368,b232ea322d46e5a2f0868d1ce250effd503277de48e8d50d18e56cc3978fd19f,d1e75d39670d3fb344127280d876ec46c6eabd9c59672ac5b25fdf7d52cc0e80,b232ea322d46e5a2f0868d1ce250effd503277de48e8d50d18e56cc3978fd19f
US_ace4efc8607c66874a,FAM_68aebccb2090337d,US,West Virginia,West Virginia Supreme Court,supreme,high,2019-05-01,,general_negligence_personal_injury,general_negligence_personal_injury,[],[],development,US_ace4efc8607c66874a,False,[],7,en,1679,941,1679,low,[],low,pass,pass,pass,pass,True,e263c21e65ec94fab67fe796a64bec2f419c36d0a1ad9a70029345c5d2729326,4866a5058b56eece54b910c23c8c8b7796079dcd61dcc50022e5358aad989f40,7d9b4091e07af0eea85bf99a42060f984226d3c5ce37cb121feb14b394d75429,4866a5058b56eece54b910c23c8c8b7796079dcd61dcc50022e5358aad989f40
US_5786f3c28c6014a17f,FAM_4ed95a08a4c503ba,US,West Virginia,West Virginia Supreme Court,supreme,high,2015-05-21,235 W. Va. 474; 774 S.E.2d 555,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death"",""comparative_fault""]","[""wrongful_death"",""comparative_fault""]",development,US_5786f3c28c6014a17f,False,[],7,en,1691,977,1691,low,[],low,pass,pass,pass,pass,True,d6190d6b460f9cc97f96f1a9acf607fc54eeac81175e058df39058850ac90ec9,3beb43ab2c5320cd3f5448aea292bac6e968347a5d4bf2171213c05a1fc30629,0428d1cdd45b771df35b1c877a8b74946e54255994d08689d9da237460a9a838,3beb43ab2c5320cd3f5448aea292bac6e968347a5d4bf2171213c05a1fc30629
US_15e86d45f19b975195,FAM_a6fd826d778ed891,US,West Virginia,West Virginia Supreme Court,supreme,high,2018-11-19,,general_negligence_personal_injury,general_negligence_personal_injury,"[""negligent_supervision""]","[""negligent_supervision""]",confirmatory,US_15e86d45f19b975195,False,[],7,en,3091,1961,3091,low,[],low,pass,pass,pass,pass,True,c98f58285e97b1c3f76658e8fa4516e635b56779e7f485c729b5da6d1d04897e,a60f963ad334ea278101add9cf7be21363675013bbcde8e18f4d541d02d040ee,6f3aade2ec6d511f5b8a8a1fc448d137b52ff9a01caeeceb5814dfde046d127c,a60f963ad334ea278101add9cf7be21363675013bbcde8e18f4d541d02d040ee
US_4ee87caff5124d4003,FAM_e42764dafbf45c6f,US,West Virginia,West Virginia Supreme Court,supreme,high,2005-05-10,613 S.E.2d 896; 216 W. Va. 748,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,US_4ee87caff5124d4003,False,[],7,en,1302,760,1302,low,[],low,pass,pass,pass,pass,True,70e29a2404ef40dd4ac99eaef8f3b95faaf0cdee1e7c9ead5300d3eb13781bb9,00483ecbd60c55f3214023c84c802107a5734dabd4be72eb5d8f8703b6db65f8,c013a5ac60d2c15da960dee203aaee45e3db8455308085bba63221560d2af81d,00483ecbd60c55f3214023c84c802107a5734dabd4be72eb5d8f8703b6db65f8
US_667a9b663657012cdc,FAM_3ecf5f04fde89705,US,West Virginia,West Virginia Supreme Court,supreme,high,2022-04-26,,general_negligence_personal_injury,general_negligence_personal_injury,"[""vicarious_liability""]","[""vicarious_liability""]",confirmatory,US_667a9b663657012cdc,False,[],7,en,2652,1744,2652,low,[],low,pass,pass,pass,pass,True,cf7c475be880d1b40b3925f9d10f223f67fa65f31d6b00a0ab27a71b0df78245,a5e05f001e448c988c6d767b2b80b6e4b157047491d4a2eda0857636766c1199,2329bdd255833a43b9136a0a196e57718a7869147d7ee8bbb213b320e56d9eef,a5e05f001e448c988c6d767b2b80b6e4b157047491d4a2eda0857636766c1199
US_07482ca42c075096bb,FAM_eed0136a62f5256b,US,West Virginia,West Virginia Supreme Court,supreme,high,2003-06-13,584 S.E.2d 176; 213 W. Va. 542,general_negligence_personal_injury,general_negligence_personal_injury,"[""vicarious_liability""]","[""vicarious_liability""]",development,US_07482ca42c075096bb,False,[],7,en,1082,777,1082,low,[],low,pass,pass,pass,pass,True,9a906f04d6e2f324e418d7a465691f894c4da1388d22a6f61081db46c9f13642,a36d7b8f5e6ee9e7349fef2e93cd7f1b02edd13bdae457c773c331855423ea12,82f7fd449637d70c8a806ae1de0d5b953b4905308e051bd272c192714c99e398,a36d7b8f5e6ee9e7349fef2e93cd7f1b02edd13bdae457c773c331855423ea12
US_0ed0e9c92a0a12ceca,FAM_245a6f28179f40c3,US,West Virginia,West Virginia Supreme Court,supreme,high,2007-05-25,653 S.E.2d 660; 221 W. Va. 198,product_liability,product_liability,[],[],confirmatory,US_0ed0e9c92a0a12ceca,False,[],7,en,2565,1673,2565,low,[],low,pass,pass,pass,pass,True,18cc7e258643286dab0dcb4403c3540e4081094a75ed1df61cb42d7537458078,b904ceff6df48d56a8d7fdd7fd69da965e24cda6b4d3d6c2b2e2471f252ddc21,2d79598fd6a03f7394cc0e8ee723f31d1189fdb7d84dae8fa16b9066842e5dc6,b904ceff6df48d56a8d7fdd7fd69da965e24cda6b4d3d6c2b2e2471f252ddc21
US_4e8bd43839d97e3e1f,FAM_caefefcccdebb9f3,US,West Virginia,West Virginia Supreme Court,supreme,high,2016-05-18,237 W. Va. 573; 788 S.E.2d 319,product_liability,product_liability,"[""wrongful_death""]","[""wrongful_death""]",development,US_4e8bd43839d97e3e1f,False,[],7,en,1782,1111,1782,low,[],low,pass,pass,pass,pass,True,53c6a02621bf71a4549455ab50ca95331de92bb384f724aaa0686f2e19b61229,a7a563160a3121ac9ff905703efd39045ba73ea237dff1aca9ae711c3e2abf38,2741ae185fb2b031f63bb6bdf4732833d80d7082b68d546912a5019485849015,a7a563160a3121ac9ff905703efd39045ba73ea237dff1aca9ae711c3e2abf38
US_ecb5bb62f940e7f86f,FAM_20aa1babb3faae7e,US,West Virginia,West Virginia Supreme Court,supreme,high,2005-07-14,617 S.E.2d 508; 217 W. Va. 158,product_liability,product_liability,[],[],confirmatory,US_ecb5bb62f940e7f86f,False,[],7,en,2114,1329,2114,low,[],low,pass,pass,pass,pass,True,7d2832943220d5be4acab99c5cd1872780d8ebca77fd5cb107e563b3a60e5b37,704ffea09c7190dbe659bff34b39493562c0be1b1f5bca92278961a608030e05,e243770b95fdb9662b68f61ce884b6dcec46b6180b10a0ba79c4527144524654,704ffea09c7190dbe659bff34b39493562c0be1b1f5bca92278961a608030e05
US_cf1fe4f8bf2f7fa43b,FAM_9a6dd81c84efcdcc,US,West Virginia,West Virginia Supreme Court,supreme,high,2014-06-16,,other_civil_liability,other_civil_liability,"[""comparative_fault""]","[""comparative_fault""]",confirmatory,US_cf1fe4f8bf2f7fa43b,False,[],7,en,648,378,648,low,[],low,pass,pass,pass,pass,True,2f23eb5ee84b577d7f8ec2ad0348fde156ecc9cab60b100c9aa6b393f5bc87fc,78d973ee65f6f251946619d3e780980e7dfd3ed69cad4e446d8c5733749472e8,06211444b2075b39dfb0bf48581c3d2748e510448f3fa10cc0ca912a539d8d5d,78d973ee65f6f251946619d3e780980e7dfd3ed69cad4e446d8c5733749472e8
